,Kaina,Markė,Modelis,Metai,Kuro tipas,"Darbinis tūris, l.","Galia, kW",Rida,Kėbulo tipas,Pavarų dėžė,Defektai,Vairo padėtis,Durų skaičius
2429,10100,Toyota,Prius,2013,Benzinas/Elektra,1.8,100,243338,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2430,28400,Porsche,Cayenne Coupe,2013,Dyzelinas,4.1,281,171607,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2431,44900,Porsche,Macan,2014,Benzinas,3.6,294,184000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2432,6100,Dodge,Magnum,2005,Benzinas/Dujos,5.7,250,207582,Universalas,Automatinė,Be defektų,Kairėje,4/5
2433,31900,Mercedes Benz,CE220,2018,Dyzelinas,2.0,143,68998,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
2434,15999,Jeep,Patriot,2017,Benzinas,2.4,128,38499,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2435,2750,Peugeot,207,2008,Benzinas/Dujos,1.4,70,244557,Hečbekas,Mechaninė,Be defektų,Kairėje,2/3
2436,10900,Volkswagen,Tiguan,2013,Dyzelinas,2.0,103,290762,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2437,26900,Skoda,Kodiaq,2020,Benzinas,1.5,110,47139,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2438,28900,BMW,X1,2020,Dyzelinas,2.0,110,17208,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2439,9600,Lexus,GS 430,2006,Benzinas,4.3,208,183943,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2440,4200,Chrysler,300C,2005,Benzinas/Dujos,3.5,183,330080,Universalas,Automatinė,Be defektų,Kairėje,4/5
2441,29990,Audi,A5 Sportback,2017,Benzinas,2.0,185,106642,Kupė/Sportas,Automatinė,Be defektų,Kairėje,4/5
2442,13000,Renault,Master,2016,Dyzelinas,2.3,120,538768,Komercinis,Mechaninė,Be defektų,Kairėje,2/3
2443,22500,Volkswagen,Passat,2020,Dyzelinas,1.6,88,65309,Universalas,Automatinė,Be defektų,Kairėje,4/5
2444,22900,Infiniti,Q50,2016,Benzinas,3.0,298,38298,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2445,5500,Ford,Fiesta,2014,Benzinas/Dujos,1.4,71,134047,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2446,3990,Mazda,626,2010,Dyzelinas,2.2,95,189986,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2447,24500,Toyota,Land Cruiser,2010,Dyzelinas,3.0,127,254462,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2448,34900,BMW,GT 330,2020,Benzinas,2.0,190,50288,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2449,20400,Volkswagen,Jetta,2021,Benzinas,2.0,170,16241,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2450,17000,Kia,Sportage,2017,Benzinas,1.6,130,64438,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2451,16300,Audi,Q5,2013,Dyzelinas,2.0,130,205693,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2452,19450,Hyundai,Tucson,2019,Benzinas,1.6,130,65070,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2453,16700,Ford,Connect Tourneo,2020,Dyzelinas,1.5,55,44789,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2454,33500,Audi,RS5,2018,Benzinas,3.0,260,60419,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
2455,18700,Ford,Transit,2017,Dyzelinas,2.0,125,217356,,Mechaninė,Be defektų,Kairėje,4/5
2456,23500,Mazda,CX-30,2021,Benzinas,2.5,139,1859,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2457,16700,Ford,Transit,2014,Dyzelinas,2.2,92,165725,,Mechaninė,Be defektų,Kairėje,4/5
2458,13990,Volvo,V40,2018,Dyzelinas,2.0,88,73035,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2459,9990,Toyota,Auris,2013,Benzinas/Elektra,1.8,73,244354,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2460,9500,Skoda,Yeti,2014,Dyzelinas,2.0,81,91685,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2461,15000,Renault,Master,2016,Dyzelinas,2.3,92,198202,,Mechaninė,Be defektų,Kairėje,4/5
2462,8000,Triumph,Spitfire,1978,Benzinas,1.5,40,78621,Kabrioletas/Roadster,Mechaninė,Be defektų,Kairėje,2/3
2463,14990,Alfa Romeo,Giulia,2016,Dyzelinas,2.1,132,203202,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2464,10900,Jaguar,XJR,2000,Benzinas,4.0,235,105880,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2465,19900,BMW,520 Gran turismo,2017,Dyzelinas,2.0,140,117515,Universalas,Automatinė,Be defektų,Kairėje,4/5
2466,13200,Volvo,V40,2015,Benzinas,1.6,88,92104,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2467,11800,Renault,Espace,2015,Dyzelinas,1.6,96,366743,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2468,33900,Land Rover,Discovery,2017,Dyzelinas,3.0,190,130651,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2469,14900,BMW,M550,2013,Dyzelinas,3.0,280,319942,Universalas,Automatinė,Be defektų,Kairėje,4/5
2470,18900,Audi,A6,2015,Dyzelinas,3.0,200,165429,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2471,8200,Audi,A6,2011,Dyzelinas,3.0,150,275578,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2472,11900,Lexus,LS 600 h,2007,Benzinas/Elektra,5.0,327,327612,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2473,24900,Volkswagen,Passat,2018,Benzinas,1.5,110,83035,Universalas,Automatinė,Be defektų,Kairėje,4/5
2474,31490,BMW,X2,2018,Dyzelinas,2.0,140,105612,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2475,54785,Hyundai,Santa Fe,2023,Benzinas,1.6,230,0,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2476,16550,Volkswagen,Caddy Maxi C20,2017,Dyzelinas,2.0,110,111795,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
2477,16490,Toyota,Corolla,2019,Benzinas/Elektra,1.8,72,188400,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2478,12000,Mercedes Benz,CL600,2005,Benzinas,,,90000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
2479,20950,Mitsubishi,Pajero,2016,Dyzelinas,3.2,140,186900,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2480,20200,Citroen,C3,2022,Benzinas,1.2,110,18000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2481,9950,Renault,Megane,2017,Dyzelinas,1.5,81,96530,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2482,22950,Toyota,C-HR,2021,Benzinas/Elektra,1.8,72,18557,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2483,13290,Renault,Megane,2017,Dyzelinas,1.5,81,165353,Hečbekas,Automatinė,,,4/5
2484,14990,Renault,Kadjar,2018,Benzinas,1.2,96,152476,Visureigis,Automatinė,,,4/5
2485,18990,Seat,Ateca,2016,Dyzelinas,2.0,140,169625,Visureigis,Automatinė,,,4/5
2486,21590,Audi,A4,2019,Benzinas/Elektra,2.0,140,214773,Universalas,Automatinė,,,4/5
2487,15290,Skoda,Octavia,2018,Dyzelinas,1.6,85,185913,Universalas,Automatinė,,,4/5
2488,10890,Opel,Astra,2018,Dyzelinas,1.6,81,149658,Universalas,Mechaninė,,,4/5
2489,8590,Skoda,Rapid,2014,Benzinas,1.2,63,152505,Hečbekas,Mechaninė,,,4/5
2490,9290,Renault,Clio,2019,Dyzelinas,1.5,66,194704,Hečbekas,Mechaninė,,,4/5
2491,9990,Ford,Focus,2017,Dyzelinas,1.5,88,207781,Universalas,Automatinė,,,4/5
2492,10990,Kia,Sportage,2013,Dyzelinas,2.0,100,168820,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2493,21990,BMW,GT 320,2018,Benzinas,2.0,135,164279,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2494,8490,Opel,Astra,2016,Dyzelinas,1.6,100,221124,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2495,10990,Volkswagen,Jetta,2013,Benzinas/Elektra,1.4,110,209959,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2496,11990,Mercedes Benz,GLB180,2015,Dyzelinas,1.5,80,181817,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2497,18690,Opel,Grandland X,2019,Dyzelinas,2.0,130,179870,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2498,17990,Renault,Kadjar,2018,Dyzelinas,1.5,81,122726,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2499,18290,Renault,Grand Scenic,2018,Dyzelinas,1.6,118,134142,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
2500,16990,BMW,216 Active Tourer,2018,Dyzelinas,1.5,85,116426,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
2501,7990,Peugeot,308,2015,Dyzelinas,1.6,88,176593,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2502,12490,Renault,Captur,2017,Benzinas,1.2,87,167223,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2503,12490,Volvo,V60,2017,Dyzelinas,2.0,88,189218,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2504,72550,Jeep,Grand Cherokee,2019,Benzinas,6.2,522,27543,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2505,31300,Citroen,C4,2023,Benzinas,1.2,131,0,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2506,10950,Toyota,Corolla,2016,Benzinas,1.6,97,123350,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2507,15450,Nissan,Rogue,2017,Benzinas,2.5,127,43651,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2508,66999,Porsche,911,2007,Benzinas,3.6,353,172600,Kupė/Sportas,Mechaninė,Be defektų,Kairėje,4/5
2509,19290,Volkswagen,Passat,2019,Benzinas,1.5,110,200033,Universalas,Automatinė,,,4/5
2510,17990,Volkswagen,Passat,2019,Dyzelinas,2.0,110,165551,Universalas,Automatinė,,,4/5
2511,9590,Skoda,Fabia,2017,Dyzelinas,1.4,55,176040,Universalas,Mechaninė,,,4/5
2512,16390,Ford,S-MAX,2017,Dyzelinas,2.0,110,152262,Vienatūris,Mechaninė,,,4/5
2513,13290,Skoda,Octavia,2018,Dyzelinas,1.6,85,222034,Universalas,Mechaninė,,,4/5
2514,19590,Volkswagen,Golf,2018,Elektra,,100,150819,Hečbekas,Automatinė,,,4/5
2515,10990,Ford,Focus,2018,Dyzelinas,1.5,88,186983,Universalas,Automatinė,,,4/5
2516,13490,Honda,HR-V,2017,Dyzelinas,1.6,88,263856,Visureigis,Mechaninė,,,4/5
2517,20990,Mazda,CX-5,2019,Benzinas,2.0,121,174727,Visureigis,Automatinė,,,4/5
2518,14890,Renault,Megane,2018,Dyzelinas,1.5,81,142196,Universalas,Automatinė,,,4/5
2519,12490,Audi,A4,2013,Benzinas,1.8,125,219604,Sedanas,Mechaninė,,,4/5
2520,9990,Opel,Astra,2018,Dyzelinas,1.6,81,169868,Universalas,Mechaninė,,,4/5
2521,10690,Skoda,Octavia,2016,Dyzelinas,1.6,81,188379,Universalas,Mechaninė,,,4/5
2522,17990,Ford,S-MAX,2017,Dyzelinas,2.0,110,120656,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2523,14990,Volvo,V60,2018,Dyzelinas,2.0,140,204158,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2524,10190,Seat,Toledo,2017,Benzinas,1.0,70,155446,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2525,14990,Volkswagen,Passat,2016,Dyzelinas,1.6,88,175015,Universalas,Automatinė,Be defektų,Kairėje,4/5
2526,39900,BMW,X4,2019,Dyzelinas,2.0,140,48700,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2527,49900,Ford,Explorer,2020,Benzinas,3.0,298,92700,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2528,59999,Mercedes Benz,CLS450,2019,Benzinas/Elektra,3.0,270,116956,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2529,23450,Mazda,CX-5,2019,Benzinas,2.5,139,43000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2530,33499,Audi,A7 Sportback,2016,Benzinas,3.0,245,141000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,4/5
2531,8190,Opel,Zafira tourer,2013,Dyzelinas,1.6,100,221726,Vienatūris,Mechaninė,,,4/5
2532,43990,Volvo,V60 Cross Country,2021,Benzinas,2.0,184,8477,Universalas,Automatinė,,,4/5
2533,29790,Mercedes Benz,GLC Coupe 220,2018,Dyzelinas,2.1,125,153403,Visureigis,Automatinė,,,4/5
2534,19890,Hyundai,IONIQ,2019,Elektra,,88,154757,Hečbekas,Automatinė,,,4/5
2535,12390,Ford,Focus,2020,Dyzelinas,1.5,88,189475,Universalas,Mechaninė,,,4/5
2536,12590,Peugeot,308,2018,Dyzelinas,2.0,110,130160,Universalas,Mechaninė,,,4/5
2537,16490,Nissan,Qashqai,2016,Dyzelinas,1.5,81,115399,Visureigis,Mechaninė,,,4/5
2538,13790,Ford,Focus,2019,Dyzelinas,1.5,88,181164,Hečbekas,Mechaninė,,,4/5
2539,12690,Mercedes Benz,CLA180,2015,Dyzelinas,1.5,80,186017,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2540,24490,Volvo,V60,2019,Benzinas,2.0,184,214497,Universalas,Automatinė,,,4/5
2541,18190,Kia,Niro,2018,Benzinas/Elektra,1.6,77,170027,Universalas,Automatinė,Be defektų,Kairėje,4/5
2542,19690,Ford,Mondeo,2019,Benzinas/Elektra,2.0,103,141892,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2543,13790,Skoda,Octavia,2018,Dyzelinas,1.6,85,205506,Universalas,Automatinė,Be defektų,Kairėje,4/5
2544,8790,Peugeot,2008,2014,Benzinas,1.6,88,199858,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2545,19990,Volkswagen,Passat,2019,Benzinas,1.5,110,207936,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2546,17990,Skoda,Karoq,2018,Dyzelinas,1.6,85,186096,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2547,18290,Opel,Insignia,2018,Dyzelinas,2.0,154,159228,Universalas,Automatinė,Be defektų,Kairėje,4/5
2548,17590,Volkswagen,Passat,2018,Dyzelinas,1.6,88,126499,Universalas,Automatinė,Be defektų,Kairėje,4/5
2549,13990,Mercedes Benz,CLA180,2017,Dyzelinas,1.5,80,202844,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2550,14490,BMW,520 Gran turismo,2013,Dyzelinas,2.0,135,222317,Universalas,Automatinė,Be defektų,Kairėje,4/5
2551,19490,Mercedes Benz,GLC200,2018,Dyzelinas,2.1,100,206002,Universalas,Automatinė,Be defektų,Kairėje,4/5
2552,17990,Toyota,C-HR,2018,Benzinas,1.2,85,141915,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2553,14990,Nissan,X-Trail,2016,Dyzelinas,1.6,96,173300,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2554,38613,Nissan,Qashqai,2023,Benzinas/Elektra,1.5,190,0,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2555,44290,Nissan,X-Trail,2023,Benzinas/Elektra,1.5,163,0,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2556,8690,Citroen,C4 Picasso,2013,Dyzelinas,1.6,85,179496,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2557,18990,Mazda,CX-5,2017,Benzinas,2.0,121,197211,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2558,18290,Volkswagen,Passat,2017,Dyzelinas,1.6,88,106466,Universalas,Automatinė,Be defektų,Kairėje,4/5
2559,12990,Audi,A4,2014,Benzinas,1.8,125,192642,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2560,9990,Skoda,Fabia,2018,Benzinas,1.0,70,170086,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2561,17690,Volkswagen,Passat,2019,Dyzelinas,1.6,88,142101,Universalas,Automatinė,Be defektų,Kairėje,4/5
2562,9190,Renault,Clio,2017,Dyzelinas,1.5,66,153264,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2563,21990,Volvo,V60 Cross Country,2017,Dyzelinas,2.0,110,72151,Universalas,Automatinė,Be defektų,Kairėje,4/5
2564,13690,Renault,Talisman,2017,Dyzelinas,1.5,81,160615,Universalas,Automatinė,Be defektų,Kairėje,4/5
2565,13990,Renault,Megane,2018,Dyzelinas,1.5,81,206223,Universalas,Automatinė,Be defektų,Kairėje,4/5
2566,10990,Ford,Kuga,2014,Benzinas,1.6,110,131685,Visureigis,Mechaninė,,,4/5
2567,7990,Skoda,Superb,2012,Benzinas,1.4,92,220202,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2568,13990,Opel,Insignia,2018,Dyzelinas,1.6,81,157217,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2569,28290,Audi,A5,2018,Dyzelinas,2.0,110,105150,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2570,19990,Kia,Sorento,2015,Dyzelinas,2.2,147,134416,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2571,16490,Kia,Optima,2017,Dyzelinas,1.6,99,121674,Universalas,Automatinė,Be defektų,Kairėje,4/5
2572,21490,BMW,X1,2017,Benzinas,2.0,141,210090,Visureigis,Automatinė,,,4/5
2573,8890,Opel,Zafira tourer,2014,Dyzelinas,1.6,100,217903,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2574,10290,Citroen,DS5,2014,Dyzelinas,1.6,88,197279,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2575,11390,Opel,Astra,2017,Dyzelinas,1.6,81,201178,Universalas,Mechaninė,,,4/5
2576,18990,Skoda,Superb,2018,Dyzelinas,2.0,110,205253,Universalas,Automatinė,Be defektų,Kairėje,4/5
2577,10990,Hyundai,i40,2016,Dyzelinas,1.7,85,145861,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2578,12990,Kia,Carens,2018,Dyzelinas,1.7,85,148490,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2579,15900,Audi,A7 Sportback,2012,Benzinas,3.0,228,155000,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2580,26950,Subaru,Outback,2021,Benzinas,2.5,136,11211,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2581,12099,Audi,A4,2013,Dyzelinas,3.0,180,266264,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2582,46999,BMW,420,2022,Benzinas,2.0,135,14000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,4/5
2583,95000,Porsche,Cayenne Coupe,2020,Benzinas/Elektra,3.0,340,36000,Kupė/Sportas,Automatinė,Be defektų,Kairėje,4/5
2584,52999,Mercedes Benz,GLC350,2020,Benzinas/Elektra,2.0,155,14323,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2585,13290,Volvo,V40,2016,Dyzelinas,2.0,88,105530,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2586,20290,Audi,A4,2018,Benzinas,1.4,110,173846,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2587,16690,Nissan,Qashqai,2019,Benzinas,1.2,85,167491,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2588,12490,Volkswagen,Golf,2018,Dyzelinas,1.6,85,205679,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2589,13790,Skoda,Octavia,2018,Dyzelinas,1.6,85,186518,Universalas,Automatinė,Be defektų,Kairėje,4/5
2590,14990,BMW,318,2016,Dyzelinas,2.0,100,183826,Universalas,Automatinė,Be defektų,Kairėje,4/5
2591,15490,Ford,Mondeo,2018,Dyzelinas,2.0,110,89000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2592,50490,Hyundai,Santa Fe,2021,Benzinas/Elektra,1.6,179,9300,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2593,6199,Ford,Focus,2011,Benzinas,1.6,110,226000,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2594,12490,Volkswagen,Polo,2019,Dyzelinas,1.6,70,150148,Hečbekas,Mechaninė,,,4/5
2595,11390,Opel,Astra,2018,Dyzelinas,1.6,81,151182,Hečbekas,Mechaninė,,,4/5
2596,14390,Kia,cee'd,2019,Benzinas,1.4,103,153065,Universalas,Mechaninė,,,4/5
2597,8990,Renault,Clio,2018,Dyzelinas,1.5,66,182011,Universalas,Mechaninė,,,4/5
2598,17790,BMW,318 Gran Turismo,2018,Dyzelinas,2.0,110,202608,Hečbekas,Automatinė,,,4/5
2599,22290,Audi,A4,2018,Dyzelinas,2.0,110,138044,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2600,32990,Volvo,XC60,2019,Benzinas,2.0,186,41000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2601,10990,Opel,Astra,2018,Dyzelinas,1.6,81,141313,Universalas,Mechaninė,,,4/5
2602,20490,Volkswagen,T-Roc,2020,Dyzelinas,2.0,110,159083,Visureigis,Automatinė,,,4/5
2603,15490,Skoda,Octavia,2019,Dyzelinas,1.6,85,190467,Sedanas,Automatinė,,,4/5
2604,10990,Opel,Astra,2018,Dyzelinas,1.6,81,143403,Universalas,Mechaninė,,,4/5
2605,13690,Skoda,Octavia,2017,Benzinas,1.4,110,203489,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2606,7490,Opel,Astra,2015,Dyzelinas,1.6,81,222850,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2607,9990,Opel,Astra,2017,Dyzelinas,1.6,81,174881,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2608,11990,Volkswagen,Golf,2017,Dyzelinas,1.6,85,217873,Universalas,Automatinė,Be defektų,Kairėje,4/5
2609,19690,Skoda,Superb,2018,Dyzelinas,1.6,88,111881,Universalas,Automatinė,Be defektų,Kairėje,4/5
2610,13550,Nissan,Pulsar,2018,Benzinas,1.2,85,34200,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2611,21625,Hyundai,i20,2023,Benzinas,1.0,101,0,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2612,32950,Citroen,Jumper,2021,Dyzelinas,2.2,140,6950,,Mechaninė,Be defektų,Kairėje,4/5
2613,29490,BMW,530,2017,Benzinas,2.0,185,106600,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2614,24950,Mercedes Benz,SLC180,2015,Benzinas,1.6,115,146058,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
2615,42950,Nissan,Navara,2021,Dyzelinas,2.3,190,17000,Pikapas,Automatinė,Be defektų,Kairėje,4/5
2616,8890,Subaru,Legacy,2014,Benzinas,2.5,127,208840,Universalas,Automatinė,Be defektų,Kairėje,4/5
2617,22500,Nissan,Juke,2022,Benzinas,1.0,114,16520,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2618,21490,BMW,i3,2017,Benzinas/Elektra,0.6,125,36200,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2619,53500,Jeep,Wrangler,2020,Benzinas,2.0,201,29100,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2620,26750,Tesla,Model S,2013,Elektra,,310,109000,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2621,8950,BMW,128,2010,Benzinas,3.0,172,146871,Kupė/Sportas,Automatinė,Be defektų,Kairėje,2/3
2622,33950,Mercedes Benz,CLA180,2019,Benzinas,1.3,100,38251,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2623,15790,Skoda,Superb,2018,Dyzelinas,1.6,88,186412,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2624,15790,BMW,GT 320,2016,Dyzelinas,2.0,120,222273,Universalas,Automatinė,,,4/5
2625,8890,Kia,cee'd,2016,Dyzelinas,1.6,81,155041,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2626,16290,Volkswagen,Touran,2017,Dyzelinas,1.6,85,165202,Vienatūris,Automatinė,,,4/5
2627,12290,Opel,Astra,2018,Dyzelinas,1.6,100,174507,Hečbekas,Mechaninė,,,4/5
2628,13990,Opel,Insignia,2017,Dyzelinas,1.6,81,146809,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2629,16690,Ford,Focus,2019,Benzinas,1.5,110,174782,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2630,15990,Ford,Focus,2020,Dyzelinas,1.5,88,160111,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2631,14490,Volkswagen,Passat,2017,Dyzelinas,2.0,110,194735,Universalas,Automatinė,Be defektų,Kairėje,4/5
2632,17790,Kia,Sportage,2017,Dyzelinas,1.7,104,105748,Visureigis,Automatinė,,,4/5
2633,9490,Volvo,S60,2014,Dyzelinas,1.6,84,199926,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2634,16890,Mercedes Benz,GLA220,2014,Dyzelinas,2.2,120,146050,Visureigis,Automatinė,,,4/5
2635,24950,Volkswagen,Arteon,2018,Benzinas,1.5,110,133224,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2636,17450,Skoda,Superb,2016,Benzinas,1.8,132,140839,Universalas,Automatinė,Be defektų,Kairėje,4/5
2637,61500,BMW,530,2021,Benzinas,2.0,185,48500,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2638,9790,Citroen,C4 Cactus,2015,Dyzelinas,1.6,73,169564,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2639,73000,Tesla,Model S,2020,Elektra,,386,29315,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2640,19990,Ford,Mondeo,2017,Dyzelinas,2.0,132,116484,Universalas,Automatinė,Be defektų,Kairėje,4/5
2641,78999,Mercedes Benz,GLC63 AMG,2018,Benzinas,4.0,375,39500,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2642,15400,BMW,328 Gran turismo,2015,Dyzelinas,2.0,135,168000,Universalas,Automatinė,Be defektų,Kairėje,4/5
2643,35800,Infiniti,QX50,2020,Benzinas,2.0,200,41434,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2644,21200,Toyota,Corolla,2019,Benzinas/Elektra,1.8,98,57900,Universalas,Automatinė,Be defektų,Kairėje,4/5
2645,23990,Citroen,C3 AirCross,2022,Benzinas,1.2,131,8000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2646,29450,Kia,Sportage,2021,,1.6,136,7820,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2647,9290,Seat,Leon,2017,Benzinas,1.0,85,186643,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2648,33250,Citroen,C5 AirCross,2022,Benzinas,1.2,131,6940,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2649,18790,Audi,A4,2017,Dyzelinas,2.0,110,157767,Universalas,Automatinė,Be defektų,Kairėje,4/5
2650,21490,Citroen,C3,2022,Benzinas,1.2,110,5410,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2651,56700,BMW,X5,2019,Benzinas,,,65000,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2652,11590,Skoda,Octavia,2017,Dyzelinas,1.6,81,248175,Universalas,Automatinė,Be defektų,Kairėje,4/5
2653,18400,Skoda,Karoq,2018,Dyzelinas,1.6,116,136633,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
