,Kaina,Markė,Modelis,Metai,Kuro tipas,"Darbinis tūris, l.","Galia, kW",Rida,Kėbulo tipas,Pavarų dėžė,Defektai,Vairo padėtis,Durų skaičius
2654,12499,Volkswagen,Beetle,2015,Benzinas,1.8,125,36000,Hečbekas,Automatinė,Be defektų,Kairėje,2/3
2655,25600,Nissan,X-Trail,2019,Benzinas,1.3,159,34900,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2656,21950,Citroen,C4,2022,Benzinas,1.2,131,10770,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2657,16790,Skoda,Octavia,2020,Dyzelinas,1.6,85,194115,Universalas,Automatinė,Be defektų,Kairėje,4/5
2658,11190,Volkswagen,Polo,2018,Dyzelinas,1.6,70,187342,Hečbekas,Mechaninė,,,4/5
2659,24690,Volvo,S90,2016,Dyzelinas,2.0,173,170676,Sedanas,Automatinė,,,4/5
2660,9590,Skoda,Fabia,2017,Dyzelinas,1.4,77,181649,Universalas,Mechaninė,,,4/5
2661,15390,Volvo,V60,2017,Dyzelinas,2.0,110,150219,Universalas,Automatinė,Be defektų,Kairėje,4/5
2662,20390,Renault,Kadjar,2020,Dyzelinas,1.5,85,82255,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2663,15790,Volkswagen,Passat,2017,Dyzelinas,1.6,88,109474,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2664,14790,Opel,Insignia,2018,Dyzelinas,1.6,100,204196,Hečbekas,Automatinė,,,4/5
2665,11190,Toyota,RAV4,2012,Dyzelinas,2.2,110,219258,Visureigis,Mechaninė,,,4/5
2666,17290,Volvo,V60,2017,Dyzelinas,2.0,140,87863,Universalas,Mechaninė,,,4/5
2667,9190,Volvo,V40,2014,Dyzelinas,1.6,84,249413,Hečbekas,Automatinė,,,4/5
2668,19690,Ford,Mondeo,2019,Dyzelinas,2.0,110,108515,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2669,9890,Ford,Mondeo,2015,Dyzelinas,1.6,85,207969,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2670,21690,Mercedes Benz,GLC300,2017,,2.1,150,177521,Universalas,Automatinė,,,4/5
2671,15790,Renault,Espace,2017,Dyzelinas,1.6,96,153272,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2672,26690,Volkswagen,Tiguan Allspace,2019,Benzinas,1.5,110,177272,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2673,16790,Volkswagen,Golf,2019,Dyzelinas,1.6,85,135877,Hečbekas,Automatinė,,,4/5
2674,17790,Volkswagen,Touran,2018,Benzinas,1.4,110,204880,Vienatūris,Automatinė,Be defektų,Kairėje,4/5
2675,36990,Tesla,Model 3,2020,Elektra,,324,69200,Sedanas,Automatinė,Be defektų,Kairėje,4/5
2676,16190,Skoda,Superb,2017,Dyzelinas,1.6,88,180308,Universalas,Mechaninė,,,4/5
2677,13590,Kia,cee'd,2019,Benzinas,1.0,88,175478,Universalas,Mechaninė,,,4/5
2678,20990,BMW,X1,2017,Dyzelinas,2.0,100,214274,Visureigis,Automatinė,,,4/5
2679,16590,BMW,318,2017,Dyzelinas,2.0,110,163183,Universalas,Automatinė,,,4/5
2680,13590,Opel,Insignia,2014,Dyzelinas,2.0,143,124393,Hečbekas,Automatinė,,,4/5
2681,8990,Opel,Astra,2016,Dyzelinas,1.6,81,171222,Universalas,Mechaninė,,,4/5
2682,13290,Mini,One,2017,Dyzelinas,1.5,70,115162,Hečbekas,Mechaninė,,,4/5
2683,13290,Volvo,V40,2018,Dyzelinas,2.0,88,185624,Hečbekas,Mechaninė,,,4/5
2684,17990,Hyundai,Tucson,2017,Benzinas,1.6,97,109454,Visureigis,Mechaninė,,,4/5
2685,12190,Volkswagen,Golf,2018,Dyzelinas,1.6,85,166623,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2686,26790,BMW,520 Gran turismo,2018,Dyzelinas,2.0,120,158149,Universalas,Automatinė,,,4/5
2687,10290,Ford,Focus,2017,Dyzelinas,1.5,88,95291,Universalas,Mechaninė,,,4/5
2688,10990,Citroen,C4 Picasso,2015,Benzinas,1.2,96,143176,Vienatūris,Mechaninė,,,4/5
2689,18790,BMW,520 Gran turismo,2016,Dyzelinas,2.0,140,189391,Universalas,Automatinė,,,4/5
2690,13390,Opel,Astra,2019,Dyzelinas,1.6,81,89897,Universalas,Mechaninė,,,4/5
2691,14990,Kia,Sportage,2017,Dyzelinas,1.7,85,210852,Visureigis,Mechaninė,,,4/5
2692,14790,Skoda,Superb,2018,Dyzelinas,1.6,88,194041,Universalas,Mechaninė,,,4/5
2693,11190,Skoda,Octavia,2018,Benzinas,1.0,85,190890,Universalas,Mechaninė,,,4/5
2694,15390,Volvo,V60,2017,Dyzelinas,2.0,110,178166,Universalas,Automatinė,,,4/5
2695,9490,Renault,Captur,2014,Dyzelinas,1.5,66,154716,Visureigis,Mechaninė,,,4/5
2696,16790,Opel,Grandland X,2019,Benzinas,1.2,96,181686,Visureigis,Automatinė,,,4/5
2697,15690,Seat,Leon,2018,Benzinas,1.4,110,159591,Hečbekas,Automatinė,,,4/5
2698,14790,Opel,Grandland X,2018,Benzinas,1.2,96,174160,Visureigis,Mechaninė,,,4/5
2699,11190,Skoda,Rapid,2017,Benzinas,1.2,66,167912,Hečbekas,Automatinė,,,4/5
2700,15790,Audi,A4,2015,Benzinas,1.8,125,182680,Sedanas,Automatinė,,,4/5
2701,7890,Renault,Clio,2018,Benzinas,0.9,66,206400,Universalas,Mechaninė,,,4/5
2702,19790,Renault,Espace,2017,Benzinas,1.6,147,142314,Vienatūris,Automatinė,,,4/5
2703,9490,Volkswagen,Golf,2015,Dyzelinas,1.6,81,184073,Universalas,Mechaninė,,,4/5
2704,21190,BMW,GT 330,2016,Benzinas/Elektra,2.0,135,211353,Sedanas,Automatinė,,,4/5
2705,12890,Volkswagen,Touran,2017,Dyzelinas,1.6,85,196447,Vienatūris,Mechaninė,,,4/5
2706,11790,Ford,Mondeo,2017,Dyzelinas,1.5,88,137869,Universalas,Mechaninė,,,4/5
2707,13190,BMW,GT 320,2013,Benzinas,1.6,125,193225,Sedanas,Mechaninė,,,4/5
2708,16490,Nissan,X-Trail,2016,Dyzelinas,1.6,96,169466,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2709,15590,Kia,Optima,2019,Dyzelinas,1.6,100,166286,Universalas,Mechaninė,,,4/5
2710,16290,Volkswagen,Passat,2019,Benzinas,1.4,92,218162,Universalas,Automatinė,,,4/5
2711,9890,Citroen,C4 Picasso,2015,Benzinas,1.2,96,160364,Vienatūris,Mechaninė,,,4/5
2712,9490,Citroen,C3,2018,Benzinas,1.2,60,136501,Hečbekas,Mechaninė,,,4/5
2713,13390,Volvo,V60,2017,Dyzelinas,2.0,88,153432,Universalas,Mechaninė,,,4/5
2714,12690,Volkswagen,Golf,2019,Dyzelinas,1.6,85,175218,Hečbekas,Mechaninė,,,4/5
2715,9990,Peugeot,308,2018,Benzinas,1.2,96,171154,Hečbekas,Mechaninė,,,4/5
2716,9390,Peugeot,2008,2016,Benzinas,1.2,60,139732,Visureigis,Mechaninė,,,4/5
2717,7890,Ford,Focus,2017,Benzinas,1.0,74,227611,Universalas,Mechaninė,,,4/5
2718,16890,Volkswagen,Passat,2018,Dyzelinas,1.6,88,140320,Sedanas,Mechaninė,,,4/5
2719,12190,Ford,Mondeo,2017,Dyzelinas,1.5,88,144179,Universalas,Mechaninė,,,4/5
2720,8890,Opel,Zafira tourer,2015,Dyzelinas,1.6,100,206330,Vienatūris,Mechaninė,,,4/5
2721,11990,BMW,218 Gran Tourer,2016,Dyzelinas,2.0,110,176102,Vienatūris,Mechaninė,,,4/5
2722,10690,Volkswagen,Golf,2017,Dyzelinas,1.6,85,198258,Universalas,Mechaninė,,,4/5
2723,16990,Mercedes Benz,CLA200,2017,Dyzelinas,2.1,100,193160,Universalas,Automatinė,,,4/5
2724,11590,Ford,Mondeo,2017,Dyzelinas,1.5,88,153315,Universalas,Mechaninė,,,4/5
2725,17590,Peugeot,3008,2019,Benzinas,1.2,96,154725,Visureigis,Mechaninė,,,4/5
2726,12790,Mercedes Benz,GLB180,2016,Dyzelinas,1.5,80,202803,Vienatūris,Automatinė,,,4/5
2727,11690,Opel,Insignia,2017,Dyzelinas,1.6,81,217968,Hečbekas,Mechaninė,,,4/5
2728,12290,Seat,Arona,2018,Benzinas,1.0,70,190195,Visureigis,Mechaninė,,,4/5
2729,10190,Citroen,C4 Picasso,2017,Benzinas,1.2,96,156405,Vienatūris,Mechaninė,,,4/5
2730,16190,Skoda,Superb,2017,Dyzelinas,1.6,88,185466,Universalas,Automatinė,,,4/5
2731,13790,Audi,A3,2015,Dyzelinas,1.6,81,166419,Sedanas,Mechaninė,,,4/5
2732,18990,Peugeot,3008,2019,Benzinas,1.2,96,163642,Visureigis,Automatinė,,,4/5
2733,11190,Opel,Zafira tourer,2017,Dyzelinas,1.6,99,174973,Vienatūris,Mechaninė,,,4/5
2734,18790,Skoda,Karoq,2019,Dyzelinas,1.6,85,191823,Visureigis,Automatinė,,,4/5
2735,12190,BMW,216 Active Tourer,2016,Dyzelinas,1.5,85,184982,Vienatūris,Mechaninė,,,4/5
2736,12790,Ford,Mondeo,2018,Dyzelinas,1.5,88,175142,Hečbekas,Mechaninė,,,4/5
2737,14790,Hyundai,Kona,2018,Benzinas,1.0,88,115548,Universalas,Mechaninė,,,4/5
2738,18590,BMW,418 Gran Coupe,2017,Dyzelinas,2.0,110,226218,Kupė/Sportas,Automatinė,,,4/5
2739,9790,Opel,Astra,2018,Benzinas,1.0,77,173811,Hečbekas,Mechaninė,,,4/5
2740,11490,Ford,Grand C-MAX,2018,Benzinas,1.0,92,171752,Vienatūris,Mechaninė,,,4/5
2741,13990,Hyundai,Kona,2018,Benzinas,1.0,88,124602,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2742,10790,Volkswagen,Golf,2018,Dyzelinas,1.6,85,214951,Universalas,Mechaninė,,,4/5
2743,21390,Renault,Espace,2018,Dyzelinas,1.6,118,196288,Vienatūris,Automatinė,,,4/5
2744,11990,Skoda,Octavia,2017,Dyzelinas,1.6,85,227937,Universalas,Automatinė,,,4/5
2745,8890,Opel,Astra,2018,Dyzelinas,1.6,100,211567,Hečbekas,Mechaninė,,,4/5
2746,11890,Volvo,V60,2018,Dyzelinas,2.0,88,175265,Universalas,Mechaninė,,,4/5
2747,14790,Skoda,Superb,2018,Dyzelinas,1.6,88,226233,Universalas,Mechaninė,,,4/5
2748,16790,Citroen,C5 AirCross,2019,Benzinas,1.2,96,174152,Visureigis,Mechaninė,,,4/5
2749,12190,Ford,Mondeo,2018,Dyzelinas,2.0,110,201571,Universalas,Mechaninė,,,4/5
2750,11390,Renault,Talisman,2017,Dyzelinas,1.5,81,196015,Sedanas,Mechaninė,,,4/5
2751,15990,Audi,A3,2018,Dyzelinas,1.6,85,94986,Hečbekas,Mechaninė,,,4/5
2752,18390,Mercedes Benz,GLC350,2015,Benzinas/Elektra,2.0,155,233587,Universalas,Automatinė,,,4/5
2753,8490,Ford,Fiesta,2017,Benzinas,1.0,73,175649,Hečbekas,Mechaninė,,,4/5
2754,13990,Volkswagen,Passat,2017,Dyzelinas,1.6,88,177002,Universalas,Mechaninė,,,4/5
2755,9890,Peugeot,308,2019,Dyzelinas,1.5,75,156026,Universalas,Mechaninė,,,4/5
2756,9590,Ford,Grand C-MAX,2017,Benzinas,1.0,92,152083,Vienatūris,Mechaninė,,,4/5
2757,17590,Mazda,3,2019,Benzinas,2.0,132,139511,Sedanas,Mechaninė,,,4/5
2758,9990,Ford,C-MAX,2017,Benzinas,1.0,92,176154,Vienatūris,Mechaninė,,,4/5
2759,14990,BMW,GT 320,2017,Dyzelinas,2.0,120,187356,Universalas,Automatinė,,,4/5
2760,11990,Peugeot,3008,2016,Benzinas,1.2,96,83293,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2761,16490,Volkswagen,Passat,2019,Dyzelinas,1.6,88,150869,Universalas,Automatinė,,,4/5
2762,19690,Ford,Mondeo,2018,Benzinas/Elektra,2.0,103,178978,Sedanas,Automatinė,,,4/5
2763,11490,Skoda,Octavia,2017,Benzinas,1.0,85,161250,Universalas,Mechaninė,,,4/5
2764,15790,Audi,A3,2019,Dyzelinas,1.6,85,145108,Hečbekas,Mechaninė,,,4/5
2765,15590,Volvo,V40,2019,Dyzelinas,2.0,110,202852,Hečbekas,Automatinė,,,4/5
2766,9890,Volkswagen,Polo,2018,Kita,1.0,66,154214,Hečbekas,Mechaninė,,,4/5
2767,18190,Peugeot,5008,2017,Benzinas,1.2,96,170975,Visureigis,Mechaninė,,,4/5
2768,16090,Audi,A3,2018,Dyzelinas,1.6,85,137148,Sedanas,Automatinė,,,4/5
2769,7990,Citroen,C3,2017,Benzinas,1.2,60,128795,Hečbekas,Mechaninė,,,4/5
2770,12890,Renault,Kadjar,2017,Benzinas,1.2,96,171285,Visureigis,Mechaninė,,,4/5
2771,8790,Citroen,C4 Cactus,2015,Benzinas,1.2,60,142075,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2772,13490,Opel,Grandland X,2019,Benzinas,1.2,96,195933,Visureigis,Mechaninė,,,4/5
2773,19790,Mercedes Benz,SLC180,2018,Benzinas,1.6,115,174134,Universalas,Automatinė,,,4/5
2774,11790,Citroen,C4 Picasso,2018,Benzinas,1.2,96,160819,Vienatūris,Mechaninė,,,4/5
2775,16990,Audi,A4,2017,Dyzelinas,2.0,110,190590,Universalas,Mechaninė,,,4/5
2776,11790,Skoda,Octavia,2018,Dyzelinas,1.6,85,199324,Universalas,Automatinė,,,4/5
2777,17590,BMW,318 Gran Turismo,2015,Dyzelinas,2.0,100,144800,Hečbekas,Automatinė,,,4/5
2778,8790,Kia,Sorento,2011,Benzinas,2.4,128,173038,Visureigis,Mechaninė,,,4/5
2779,23190,BMW,420,2018,Dyzelinas,2.0,120,197393,Hečbekas,Automatinė,,,2/3
2780,9890,Peugeot,308,2019,Benzinas,1.2,81,158333,Universalas,Mechaninė,,,4/5
2781,15890,Volvo,V40,2018,Dyzelinas,2.0,110,128981,Hečbekas,Automatinė,,,4/5
2782,15190,Opel,Grandland X,2018,Dyzelinas,1.6,88,182788,Visureigis,Mechaninė,,,4/5
2783,9490,Kia,Rio,2018,Benzinas,1.0,73,131871,Hečbekas,Mechaninė,,,4/5
2784,9690,Dacia,Duster,2014,Benzinas,1.2,92,105030,Visureigis,Mechaninė,,,4/5
2785,7690,Dacia,Lodgy,2014,Benzinas,1.2,85,192102,Universalas,Mechaninė,,,4/5
2786,13990,Renault,Megane,2018,Dyzelinas,1.5,81,171562,Universalas,Automatinė,,,4/5
2787,11790,Opel,Zafira tourer,2017,Dyzelinas,1.6,99,229538,Vienatūris,Mechaninė,,,4/5
2788,25390,Volvo,V60,2018,Dyzelinas,2.0,140,131677,Universalas,Automatinė,,,4/5
2789,9990,Volvo,V60,2016,Dyzelinas,2.0,88,250201,Universalas,Mechaninė,,,4/5
2790,8890,Opel,Insignia,2014,Dyzelinas,2.0,88,193792,Universalas,Mechaninė,,,4/5
2791,11790,Hyundai,i30,2017,Benzinas,1.4,103,175024,Universalas,Mechaninė,,,4/5
2792,16590,Hyundai,Tucson,2016,Dyzelinas,1.7,85,187695,Visureigis,Mechaninė,,,4/5
2793,14590,Volkswagen,Golf,2019,Dyzelinas,1.6,85,137084,Universalas,Automatinė,,,4/5
2794,14390,Renault,Talisman,2017,Benzinas,1.6,110,166611,Universalas,Automatinė,,,4/5
2795,16290,Audi,A5 Sportback,2015,Benzinas,1.8,106,163988,Hečbekas,Automatinė,,,4/5
2796,15490,Volvo,S60,2017,Dyzelinas,2.0,88,118826,Sedanas,Mechaninė,,,4/5
2797,8590,Volkswagen,Polo,2017,Dyzelinas,1.4,66,171974,Hečbekas,Mechaninė,,,4/5
2798,14490,Renault,Grand Scenic,2017,Dyzelinas,1.6,96,131336,Hečbekas,Mechaninė,,,4/5
2799,7290,Kia,Rio,2016,Dyzelinas,1.1,55,187114,Hečbekas,Mechaninė,,,4/5
2800,13290,Renault,Grand Scenic,2017,Dyzelinas,1.5,81,128065,Hečbekas,Automatinė,,,4/5
2801,19690,Audi,A4,2018,Dyzelinas,2.0,110,172716,Universalas,Automatinė,,,4/5
2802,8190,Opel,Astra,2016,Dyzelinas,1.6,81,212728,Universalas,Mechaninė,,,4/5
2803,14790,BMW,216 Gran Tourer,2018,Dyzelinas,1.5,85,128069,Vienatūris,Mechaninė,,,4/5
2804,16790,Volkswagen,Touran,2018,Dyzelinas,1.6,85,168246,Vienatūris,Automatinė,,,4/5
2805,18290,Ford,Kuga,2018,Dyzelinas,2.0,132,225224,Visureigis,Automatinė,,,4/5
2806,8490,Citroen,DS4,2014,Benzinas,1.6,88,169888,Hečbekas,Mechaninė,,,4/5
2807,11190,BMW,216 Gran Tourer,2017,Dyzelinas,1.5,85,239214,Vienatūris,Mechaninė,,,4/5
2808,19190,Skoda,Octavia,2019,Dyzelinas,2.0,110,110897,Universalas,Automatinė,,,4/5
2809,12990,Renault,Captur,2018,Dyzelinas,1.5,81,119071,Hečbekas,Mechaninė,,,4/5
2810,9490,Citroen,C4 Picasso,2016,Benzinas,1.2,96,186566,Universalas,Mechaninė,,,4/5
2811,11790,Skoda,Yeti,2016,Benzinas,1.4,92,194835,Visureigis,Mechaninė,Be defektų,Kairėje,4/5
2812,17990,Volkswagen,Passat,2018,Dyzelinas,1.6,88,82396,Universalas,Mechaninė,,,4/5
2813,12790,Volkswagen,Golf,2017,Dyzelinas,1.6,85,161684,Universalas,Mechaninė,,,4/5
2814,28990,BMW,530,2017,Benzinas/Elektra,2.0,135,200721,Sedanas,Automatinė,,,4/5
2815,19090,Audi,A4,2019,Dyzelinas,2.0,110,193863,Universalas,Automatinė,,,4/5
2816,13690,Volkswagen,Touran,2018,Dyzelinas,1.6,85,215685,Vienatūris,Mechaninė,,,4/5
2817,17490,Hyundai,Tucson,2017,Dyzelinas,1.7,104,203694,Visureigis,Automatinė,,,4/5
2818,14390,Renault,Talisman,2017,Dyzelinas,1.5,81,146247,Sedanas,Mechaninė,,,4/5
2819,15790,Honda,HR-V,2017,Dyzelinas,1.6,88,165871,Visureigis,Mechaninė,,,4/5
2820,17590,Volkswagen,Passat,2018,Dyzelinas,2.0,110,167738,Universalas,Automatinė,,,4/5
2821,14290,Volvo,V40,2018,Dyzelinas,2.0,110,206463,Hečbekas,Automatinė,,,4/5
2822,11490,BMW,X1,2013,Dyzelinas,2.0,120,196653,Visureigis,Mechaninė,,,4/5
2823,7790,Seat,Ibiza,2016,Dyzelinas,1.4,66,159609,Universalas,Mechaninė,,,4/5
2824,14490,Volkswagen,Passat,2016,Dyzelinas,1.6,88,154556,Sedanas,Mechaninė,,,4/5
2825,11390,Skoda,Rapid,2017,Dyzelinas,1.4,66,175632,Hečbekas,Automatinė,,,4/5
2826,12590,Mercedes Benz,GLB180,2017,Dyzelinas,1.5,80,196280,Universalas,Mechaninė,,,4/5
2827,11190,Peugeot,308,2018,Benzinas,1.2,81,132031,Hečbekas,Mechaninė,,,4/5
2828,14290,Ford,Mondeo,2016,Dyzelinas,1.5,88,96491,Hečbekas,Mechaninė,,,4/5
2829,12790,Renault,Captur,2018,Dyzelinas,1.5,66,119059,Visureigis,Mechaninė,,,4/5
2830,11990,Skoda,Rapid,2018,Benzinas,1.0,81,137841,Hečbekas,Automatinė,,,4/5
2831,9790,Peugeot,308,2019,Dyzelinas,1.5,96,184924,Vienatūris,Mechaninė,,,4/5
2832,11390,Peugeot,308,2018,Dyzelinas,1.6,85,188058,Universalas,Automatinė,,,4/5
2833,14490,Renault,Talisman,2016,Dyzelinas,1.5,81,113081,Sedanas,Mechaninė,,,4/5
2834,17390,Opel,Insignia,2019,Benzinas,1.5,121,170344,Hečbekas,Automatinė,,,4/5
2835,15590,Audi,A3,2017,Benzinas,1.5,110,182151,Sedanas,Mechaninė,,,4/5
2836,19590,Citroen,C5 AirCross,2019,Benzinas,1.2,96,91763,Visureigis,Mechaninė,,,4/5
2837,8690,Citroen,C4 Cactus,2015,Dyzelinas,1.6,73,164671,Visureigis,Mechaninė,,,4/5
2838,15790,Skoda,Octavia,2019,Dyzelinas,1.6,85,98075,Universalas,Automatinė,,,4/5
2839,13390,Opel,Crossland X,2018,Benzinas,1.2,81,162831,Visureigis,Automatinė,,,4/5
2840,15790,Peugeot,3008,2017,Benzinas,1.2,96,180635,Visureigis,Mechaninė,,,4/5
2841,12690,Opel,Insignia,2017,Dyzelinas,1.6,81,183672,Hečbekas,Mechaninė,,,4/5
2842,14790,Volkswagen,Golf,2019,Dyzelinas,1.6,85,135494,Universalas,Automatinė,,,4/5
2843,11790,Volvo,V40 Cross Country,2015,Dyzelinas,2.0,88,202453,Hečbekas,Mechaninė,,,4/5
2844,12690,BMW,216 Gran Tourer,2016,Dyzelinas,1.5,85,192626,Vienatūris,Automatinė,,,4/5
2845,14790,Opel,Grandland X,2018,Benzinas,1.2,96,154464,Visureigis,Mechaninė,,,4/5
2846,12190,Kia,Optima,2017,Dyzelinas,1.7,104,200295,Universalas,Mechaninė,,,4/5
2847,10490,Opel,Astra,2019,Benzinas,1.0,77,200911,Universalas,Mechaninė,,,4/5
2848,18190,Peugeot,3008,2019,Dyzelinas,1.5,96,172569,Visureigis,Mechaninė,,,4/5
2849,13390,Ford,Mondeo,2018,Dyzelinas,1.5,88,115934,Universalas,Mechaninė,,,4/5
2850,9290,Volkswagen,Golf,2016,Dyzelinas,1.6,81,219797,Universalas,Mechaninė,,,4/5
2851,16590,BMW,GT 320,2016,Dyzelinas,2.0,140,197627,Sedanas,Automatinė,,,4/5
2852,17990,Volkswagen,Passat,2019,Dyzelinas,2.0,110,214456,Universalas,Automatinė,Be defektų,Kairėje,4/5
2853,9190,Ford,Focus,2018,Dyzelinas,1.5,88,197649,Universalas,Mechaninė,,,4/5
2854,11490,Peugeot,2008,2018,Benzinas,1.2,81,145078,Universalas,Mechaninė,,,4/5
2855,15990,Volvo,V60,2018,Dyzelinas,2.0,140,132784,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2856,8890,Skoda,Fabia,2017,Dyzelinas,1.4,66,118160,Universalas,Mechaninė,,,4/5
2857,14390,Volvo,V70,2016,Dyzelinas,2.0,110,196087,Universalas,Automatinė,,,4/5
2858,13890,Skoda,Octavia,2018,Dyzelinas,1.6,85,117361,Universalas,Automatinė,,,4/5
2859,11490,Peugeot,308,2018,Dyzelinas,1.6,88,225196,Universalas,Automatinė,,,4/5
2860,14690,Nissan,Qashqai,2017,Dyzelinas,1.5,81,180988,Visureigis,Mechaninė,,,4/5
2861,12690,Ford,Mondeo,2016,Dyzelinas,1.5,88,118225,Hečbekas,Mechaninė,,,4/5
2862,20990,Jaguar,XF,2016,Dyzelinas,3.0,221,176182,Sedanas,Automatinė,,,4/5
2863,13190,Renault,Grand Scenic,2018,Benzinas,1.2,97,171802,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2864,10490,Volvo,V60,2013,Benzinas,1.6,110,201843,Universalas,Mechaninė,,,4/5
2865,22990,Volkswagen,Tiguan,2019,Dyzelinas,2.0,110,191078,Visureigis,Automatinė,Be defektų,Kairėje,4/5
2866,14990,Kia,Optima,2018,Dyzelinas,1.7,104,183408,Universalas,Mechaninė,,,4/5
2867,10490,Skoda,Octavia,2017,Benzinas,1.0,85,200956,Universalas,Mechaninė,,,4/5
2868,21190,Seat,Ateca,2019,Benzinas,1.5,110,154810,Visureigis,Mechaninė,,,4/5
2869,9790,Volkswagen,Polo,2018,Benzinas,1.0,70,178887,Hečbekas,Mechaninė,,,4/5
2870,15290,Opel,Insignia,2019,Dyzelinas,1.6,100,181236,Universalas,Mechaninė,,,4/5
2871,19490,Skoda,Karoq,2018,Dyzelinas,1.6,85,178757,Visureigis,Automatinė,,,4/5
2872,10490,Renault,Megane,2018,Dyzelinas,1.5,81,158403,Hečbekas,Mechaninė,,,4/5
2873,9690,Peugeot,308,2018,Dyzelinas,1.6,88,211496,Hečbekas,Mechaninė,,,4/5
2874,8690,Volkswagen,Golf,2014,Dyzelinas,1.6,77,233071,Universalas,Mechaninė,,,4/5
2875,11290,Skoda,Octavia,2018,Dyzelinas,1.6,85,210336,Universalas,Automatinė,,,4/5
2876,18790,Audi,A4,2018,Benzinas,1.4,110,185632,Sedanas,Automatinė,,,4/5
2877,13490,Opel,Insignia,2018,Dyzelinas,1.6,100,194260,Universalas,Automatinė,,,4/5
2878,13390,Opel,Insignia,2017,Dyzelinas,1.6,88,142454,Hečbekas,Mechaninė,,,4/5
2879,8690,Opel,Astra,2018,Dyzelinas,1.6,100,209873,Hečbekas,Mechaninė,,,4/5
2880,10690,Ford,Focus,2018,Benzinas,1.5,110,232899,Universalas,Mechaninė,,,4/5
2881,12790,Ford,Focus,2018,Dyzelinas,1.5,88,76113,Hečbekas,Automatinė,,,4/5
2882,16790,Opel,Insignia,2019,Benzinas,1.6,147,201506,Universalas,Automatinė,,,4/5
2883,9490,Volkswagen,Golf Sportsvan,2016,Benzinas,1.0,85,207178,Vienatūris,Mechaninė,,,4/5
2884,14290,Volvo,S60,2017,Dyzelinas,2.0,110,195921,Sedanas,Automatinė,,,4/5
2885,18990,Volkswagen,Tiguan,2017,Dyzelinas,2.0,110,198269,Visureigis,Automatinė,,,4/5
2886,11990,Ford,Mondeo,2017,Dyzelinas,1.5,88,148048,Universalas,Mechaninė,,,4/5
2887,10590,Mercedes Benz,CLA200,2014,Dyzelinas,2.1,100,192580,Hečbekas,Mechaninė,,,4/5
2888,19690,Mercedes Benz,CLA180,2017,Benzinas,1.6,90,178577,Universalas,Automatinė,,,4/5
2889,13690,Opel,Grandland X,2018,Benzinas,1.2,96,182112,Visureigis,Mechaninė,,,4/5
2890,10890,Ford,Mondeo,2017,Dyzelinas,2.0,110,245662,Universalas,Mechaninė,,,4/5
2891,20190,Audi,A4,2018,Benzinas,1.4,110,114432,Sedanas,Automatinė,,,4/5
2892,12990,Renault,Captur,2018,Dyzelinas,1.5,66,103560,Visureigis,Mechaninė,,,4/5
2893,14990,Volkswagen,Passat,2016,Dyzelinas,2.0,110,170355,Sedanas,Automatinė,,,4/5
2894,19590,Volkswagen,Passat,2017,Benzinas/Elektra,1.4,115,222890,Universalas,Automatinė,Be defektų,Kairėje,4/5
2895,10790,Volvo,V40,2014,Dyzelinas,2.0,140,164469,Hečbekas,Mechaninė,Be defektų,Kairėje,4/5
2896,24690,Volvo,V60 Cross Country,2019,Dyzelinas,2.0,110,49957,Universalas,Automatinė,Be defektų,Kairėje,4/5
2897,13490,Skoda,Octavia,2019,Benzinas,1.0,85,201565,Universalas,Automatinė,Be defektų,Kairėje,4/5
2898,12990,Volkswagen,Passat,2016,Dyzelinas,1.6,88,174965,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2899,12590,Opel,Zafira tourer,2017,Dyzelinas,1.6,99,147391,Vienatūris,Mechaninė,Be defektų,Kairėje,4/5
2900,13190,BMW,GT 320,2013,Benzinas,1.6,125,174656,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2901,11590,Renault,Talisman,2016,Dyzelinas,1.5,81,176236,Sedanas,Mechaninė,Be defektų,Kairėje,4/5
2902,9990,Skoda,Fabia,2019,Benzinas,1.0,70,211511,Universalas,Mechaninė,Be defektų,Kairėje,4/5
2903,13190,Mercedes Benz,GLB180,2016,Dyzelinas,1.5,80,208308,Hečbekas,Automatinė,Be defektų,Kairėje,4/5
2904,9290,Skoda,Fabia,2017,Benzinas,1.2,66,195137,Universalas,Mechaninė,Be defektų,Kairėje,4/5
